language,feature_id,layer,source_keyword,explanation,rank,pk_id,verse_ref,score,raw_text
cuv,4256,14-llamascope-res-32k,feeling, sentiments related to relief and psychological experiences,1,2SA-019-009,2 Samuel 19:9,0.60843176,以 色 列 众 支 派 的 人 纷 纷 议 论 说 ： 王 曾 救 我 们 脱 离 仇 敌 的 手 ， 又 救 我 们 脱 离 非 利 士 人 的 手 ， 现 在 他 躲 避 押 沙 龙 逃 走 了 。
cuv,4256,14-llamascope-res-32k,feeling, sentiments related to relief and psychological experiences,2,GEN-043-009,Genesis 43:9,0.58840775,我 为 他 作 保 ； 你 可 以 从 我 手 中 追 讨 ， 我 若 不 带 他 回 来 交 在 你 面 前 ， 我 情 愿 永 远 担 罪 。
cuv,4256,14-llamascope-res-32k,feeling, sentiments related to relief and psychological experiences,3,LUK-022-049,Luke 22:49,0.5817898,左 右 的 人 见 光 景 不 好 ， 就 说 ： 主 阿 ！ 我 们 拿 刀 砍 可 以 不 可 以 ？
cuv,4256,14-llamascope-res-32k,feeling, sentiments related to relief and psychological experiences,4,ACT-004-009,Acts 4:9,0.5814935,治 民 的 官 府 和 长 老 阿 ， 倘 若 今 日 因 为 在 残 疾 人 身 上 所 行 的 善 事 查 问 我 们 他 是 怎 麽 得 了 痊 愈 ，
cuv,4256,14-llamascope-res-32k,feeling, sentiments related to relief and psychological experiences,5,2CH-018-033,2 Chronicles 18:33,0.5765223,有 一 人 随 便 开 弓 ， 恰 巧 射 入 以 色 列 王 的 甲 缝 里 。 王 对 赶 车 的 说 ： 我 受 了 重 伤 ， 你 转 过 车 来 ， 拉 我 出 阵 罢 ！
cuv,4507,11-llamascope-res-32k,feeling, expressions of mixed feelings and variability in experiences,1,PSA-067-001,Psalms 67:1,0.5919718,（ 一 篇 诗 歌 ， 交 与 伶 长 。 用 丝 弦 的 乐 器 。 ） 愿 　 神 怜 悯 我 们 ， 赐 福 与 我 们 ， 用 脸 光 照 我 们 ， （ 细 拉 ）
cuv,4507,11-llamascope-res-32k,feeling, expressions of mixed feelings and variability in experiences,2,PSA-144-009,Psalms 144:9,0.588048,　 神 啊 ， 我 要 向 你 唱 新 歌 ， 用 十 弦 瑟 向 你 歌 颂 。
cuv,4507,11-llamascope-res-32k,feeling, expressions of mixed feelings and variability in experiences,3,PSA-092-002,Psalms 92:2,0.58777684,用 十 弦 的 乐 器 和 瑟 ， 用 琴 弹 幽 雅 的 声 音 ， 早 晨 传 扬 你 的 慈 爱 ； 每 夜 传 扬 你 的 信 实 。 这 本 为 美 事 。
cuv,4507,11-llamascope-res-32k,feeling, expressions of mixed feelings and variability in experiences,4,PSA-086-014,Psalms 86:14,0.58172315,　 神 啊 ， 骄 傲 的 人 起 来 攻 击 我 ， 又 有 一 党 强 横 的 人 寻 索 我 的 命 ； 他 们 没 有 将 你 放 在 眼 中 。
cuv,4507,11-llamascope-res-32k,feeling, expressions of mixed feelings and variability in experiences,5,PSA-003-007,Psalms 3:7,0.5796326,耶 和 华 啊 ， 求 你 起 来 ！ 我 的 　 神 啊 ， 求 你 救 我 ！ 因 为 你 打 了 我 一 切 仇 敌 的 腮 骨 ， 敲 碎 了 恶 人 的 牙 齿 。
cuv,4631,18-llamascope-res-32k,sentiment,expressions of emotional responses and sentiments,1,JOB-017-002,Job 17:2,0.5962983,真 有 戏 笑 我 的 在 我 这 里 ， 我 眼 常 见 他 们 惹 动 我 。
cuv,4631,18-llamascope-res-32k,sentiment,expressions of emotional responses and sentiments,2,2KI-005-026,2 Kings 5:26,0.5958881,以 利 沙 对 他 说 ： 那 人 下 车 转 回 迎 你 的 时 候 ， 我 的 心 岂 没 有 去 呢 ？ 这 岂 是 受 银 子 、 衣 裳 、 买 橄 榄 园 、 葡 萄 园 、 牛 羊 、 仆 婢 的 时 候 呢 ？
cuv,4631,18-llamascope-res-32k,sentiment,expressions of emotional responses and sentiments,3,1SA-019-021,1 Samuel 19:21,0.5938482,有 人 将 这 事 告 诉 扫 罗 ， 他 又 打 发 人 去 ， 他 们 也 受 感 说 话 。 扫 罗 第 三 次 打 发 人 去 ， 他 们 也 受 感 说 话 。
cuv,4631,18-llamascope-res-32k,sentiment,expressions of emotional responses and sentiments,4,EZK-008-017,Ezekiel 8:17,0.59153306,他 对 我 说 ： 人 子 啊 ， 你 看 见 了 麽 ？ 犹 大 家 在 此 行 这 可 憎 的 事 还 算 为 小 麽 ？ 他 们 在 这 地 遍 行 强 暴 ， 再 三 惹 我 发 怒 ， 他 们 手 拿 枝 条 举 向 鼻 前 。
cuv,4631,18-llamascope-res-32k,sentiment,expressions of emotional responses and sentiments,5,ACT-011-005,Acts 11:5,0.5903183,我 在 约 帕 城 里 祷 告 的 时 候 ， 魂 游 象 外 ， 看 见 异 象 ， 有 一 物 降 下 ， 好 像 一 块 大 布 ， 系 着 四 角 ， 从 天 缒 下 ， 直 来 到 我 跟 前 。
cuv,4662,21-llamascope-res-32k,feeling, expressions of emotional or physical sensations,1,2KI-019-007,2 Kings 19:7,0.648941,我 必 惊 动 ( 原 文 作 使 灵 进 入 ) 他 的 心 ， 他 要 听 见 风 声 就 归 回 本 地 。 我 必 使 他 在 那 里 倒 在 刀 下 。
cuv,4662,21-llamascope-res-32k,feeling, expressions of emotional or physical sensations,2,2KI-003-015,2 Kings 3:15,0.6448277,现 在 你 们 给 我 找 一 个 弹 琴 的 来 。 弹 琴 的 时 候 ， 耶 和 华 的 灵 ( 原 文 作 手 ) 就 降 在 以 利 沙 身 上 。
cuv,4662,21-llamascope-res-32k,feeling, expressions of emotional or physical sensations,3,ACT-023-030,Acts 23:30,0.6446074,後 来 有 人 把 要 害 他 的 计 谋 告 诉 我 ， 我 就 立 时 解 他 到 你 那 里 去 ， 又 吩 咐 告 他 的 人 在 你 面 前 告 他 。 （ 有 古 卷 在 此 有 ： 愿 你 平 安 ！ ）
cuv,4662,21-llamascope-res-32k,feeling, expressions of emotional or physical sensations,4,ACT-011-005,Acts 11:5,0.6436178,我 在 约 帕 城 里 祷 告 的 时 候 ， 魂 游 象 外 ， 看 见 异 象 ， 有 一 物 降 下 ， 好 像 一 块 大 布 ， 系 着 四 角 ， 从 天 缒 下 ， 直 来 到 我 跟 前 。
cuv,4662,21-llamascope-res-32k,feeling, expressions of emotional or physical sensations,5,ACT-010-030,Acts 10:30,0.64127386,哥 尼 流 说 ： 前 四 天 ， 这 个 时 候 ， 我 在 家 中 守 着 申 初 的 祷 告 ， 忽 然 有 一 个 人 穿 着 光 明 的 衣 裳 ， 站 在 我 面 前 ，
cuv,4839,16-llamascope-res-32k,sentiment,"expressions of emotion or sentiment regarding objects, people, or situations",1,2TH-003-009,2 Thessalonians 3:9,0.588106,这 并 不 是 因 我 们 没 有 权 柄 ， 乃 是 要 给 你 们 作 榜 样 ， 叫 你 们 效 法 我 们 。
cuv,4839,16-llamascope-res-32k,sentiment,"expressions of emotion or sentiment regarding objects, people, or situations",2,ROM-016-019,Romans 16:19,0.5855062,你 们 的 顺 服 已 经 传 於 众 人 ， 所 以 我 为 你 们 欢 喜 ； 但 我 愿 意 你 们 在 善 上 聪 明 ， 在 恶 上 愚 拙 。
cuv,4839,16-llamascope-res-32k,sentiment,"expressions of emotion or sentiment regarding objects, people, or situations",3,1CO-009-019,1 Corinthians 9:19,0.5785196,我 虽 是 自 由 的 ， 无 人 辖 管 ； 然 而 我 甘 心 作 了 众 人 的 仆 人 ， 为 要 多 得 人 。
cuv,4839,16-llamascope-res-32k,sentiment,"expressions of emotion or sentiment regarding objects, people, or situations",4,JOB-006-029,Job 6:29,0.57796377,请 你 们 转 意 ， 不 要 不 公 ； 请 再 转 意 ， 我 的 事 有 理 。
cuv,4839,16-llamascope-res-32k,sentiment,"expressions of emotion or sentiment regarding objects, people, or situations",5,ACT-010-029,Acts 10:29,0.57728267,所 以 我 被 请 的 时 候 ， 就 不 推 辞 而 来 。 现 在 请 问 ： 你 们 叫 我 来 有 甚 麽 意 思 呢 ？
cuv,5090,9-llamascope-res-32k,sentiment, expressions of emotions and sentiments,1,LUK-007-016,Luke 7:16,0.6028652,众 人 都 惊 奇 ， 归 荣 耀 与 神 ， 说 ： 有 大 先 知 在 我 们 中 间 兴 起 来 了 ！ 又 说 ： 神 眷 顾 了 他 的 百 姓 ！
cuv,5090,9-llamascope-res-32k,sentiment, expressions of emotions and sentiments,2,ACT-010-033,Acts 10:33,0.60193294,所 以 我 立 时 打 发 人 去 请 你 。 你 来 了 很 好 ； 现 今 我 们 都 在 神 面 前 ， 要 听 主 所 吩 咐 你 的 一 切 话 。
cuv,5090,9-llamascope-res-32k,sentiment, expressions of emotions and sentiments,3,2TI-001-003,2 Timothy 1:3,0.5923567,我 感 谢 神 ， 就 是 我 接 续 祖 先 用 清 洁 的 良 心 所 事 奉 的 神 。 祈 祷 的 时 候 ， 不 住 的 想 念 你 ！
cuv,5090,9-llamascope-res-32k,sentiment, expressions of emotions and sentiments,4,ACT-010-029,Acts 10:29,0.5910122,所 以 我 被 请 的 时 候 ， 就 不 推 辞 而 来 。 现 在 请 问 ： 你 们 叫 我 来 有 甚 麽 意 思 呢 ？
cuv,5090,9-llamascope-res-32k,sentiment, expressions of emotions and sentiments,5,JDG-019-030,Judges 19:30,0.5868914,凡 看 见 的 人 都 说 ： 从 以 色 列 人 出 埃 及 地 ， 直 到 今 日 ， 这 样 的 事 没 有 行 过 ， 也 没 有 见 过 。 现 在 应 当 思 想 ， 大 家 商 议 当 怎 样 办 理 。
cuv,5331,14-llamascope-res-32k,sentiment, text that expresses emotional resonance or sentiment,1,JON-003-008,Jonah 3:8,0.6193266,人 与 牲 畜 都 当 披 上 麻 布 ； 人 要 切 切 求 告 　 神 。 各 人 回 头 离 开 所 行 的 恶 道 ， 丢 弃 手 中 的 强 暴 。
cuv,5331,14-llamascope-res-32k,sentiment, text that expresses emotional resonance or sentiment,2,MIC-005-009,Micah 5:9,0.619124,愿 你 的 手 举 起 ， 高 过 敌 人 ！ 愿 你 的 仇 敌 都 被 剪 除 ！
cuv,5331,14-llamascope-res-32k,sentiment, text that expresses emotional resonance or sentiment,3,ISA-051-009,Isaiah 51:9,0.61352175,耶 和 华 的 膀 臂 啊 ， 兴 起 ！ 兴 起 ！ 以 能 力 为 衣 穿 上 ， 像 古 时 的 年 日 、 上 古 的 世 代 兴 起 一 样 。 从 前 砍 碎 拉 哈 伯 、 刺 透 大 鱼 的 ， 不 是 你 麽 ？
cuv,5331,14-llamascope-res-32k,sentiment, text that expresses emotional resonance or sentiment,4,PSA-022-020,Psalms 22:20,0.6113944,求 你 救 我 的 灵 魂 脱 离 刀 剑 ， 救 我 的 生 命 （ 生 命 ： 原 文 是 独 一 者 ） 脱 离 犬 类 ，
cuv,5331,14-llamascope-res-32k,sentiment, text that expresses emotional resonance or sentiment,5,ISA-034-011,Isaiah 34:11,0.60881245,鹈 鹕 、 箭 猪 却 要 得 为 业 ； 猫 头 鹰 、 乌 鸦 要 住 在 其 间 。 耶 和 华 必 将 空 虚 的 准 绳 ， 混 沌 的 线 铊 ， 拉 在 其 上 。
cuv,5614,22-llamascope-res-32k,feeling, phrases expressing emotions or sentiments about situations,1,DAN-005-015,Daniel 5:15,0.5854945,现 在 哲 士 和 用 法 术 的 都 领 到 我 面 前 ， 为 叫 他 们 读 这 文 字 ， 把 讲 解 告 诉 我 ， 无 奈 他 们 都 不 能 把 讲 解 说 出 来 。
cuv,5614,22-llamascope-res-32k,feeling, phrases expressing emotions or sentiments about situations,2,1CO-009-020,1 Corinthians 9:20,0.5694547,向 犹 太 人 ， 我 就 作 犹 太 人 ， 为 要 得 犹 太 人 ； 向 律 法 以 下 的 人 ， 我 虽 不 在 律 法 以 下 ， 还 是 作 律 法 以 下 的 人 ， 为 要 得 律 法 以 下 的 人 。
cuv,5614,22-llamascope-res-32k,feeling, phrases expressing emotions or sentiments about situations,3,JHN-005-030,John 5:30,0.5672633,我 凭 着 自 己 不 能 做 甚 麽 ， 我 怎 麽 听 见 就 怎 麽 审 判 。 我 的 审 判 也 是 公 平 的 ； 因 为 我 不 求 自 己 的 意 思 ， 只 求 那 差 我 来 者 的 意 思 。
cuv,5614,22-llamascope-res-32k,feeling, phrases expressing emotions or sentiments about situations,4,3JN-001-014,3 John 1:14,0.566411,但 盼 望 快 快 的 见 你 ， 我 们 就 当 面 谈 论 。 [ (III John 1:15) 愿 你 平 安 。 众 位 朋 友 都 问 你 安 。 请 你 替 我 按 着 姓 名 问 众 位 朋 友 安 。 ]
cuv,5614,22-llamascope-res-32k,feeling, phrases expressing emotions or sentiments about situations,5,2CH-010-009,2 Chronicles 10:9,0.5661031,说 ： 这 民 对 我 说 ： 你 父 亲 使 我 们 负 重 轭 ， 求 你 使 我 们 轻 松 些 ； 你 们 给 我 出 个 甚 麽 主 意 ， 我 好 回 覆 他 们 。
cuv,5689,22-llamascope-res-32k,sentiment,emotional reactions and sentiments,1,2CO-009-002,2 Corinthians 9:2,0.62358534,因 为 我 知 道 你 们 乐 意 的 心 ， 常 对 马 其 顿 人 夸 奖 你 们 ， 说 亚 该 亚 人 预 备 好 了 ， 已 经 有 一 年 了 ； 并 且 你 们 的 热 心 激 动 了 许 多 人 。
cuv,5689,22-llamascope-res-32k,sentiment,emotional reactions and sentiments,2,1CO-009-025,1 Corinthians 9:25,0.6127039,凡 较 力 争 胜 的 ， 诸 事 都 有 节 制 ， 他 们 不 过 是 要 得 能 坏 的 冠 冕 ； 我 们 却 是 要 得 不 能 坏 的 冠 冕 。
cuv,5689,22-llamascope-res-32k,sentiment,emotional reactions and sentiments,3,MAT-005-011,Matthew 5:11,0.6103908,人 若 因 我 辱 骂 你 们 ， 逼 迫 你 们 ， 捏 造 各 样 坏 话 毁 谤 你 们 ， 你 们 就 有 福 了 ！
cuv,5689,22-llamascope-res-32k,sentiment,emotional reactions and sentiments,4,ECC-009-011,Ecclesiastes 9:11,0.6101511,我 又 转 念 ： 见 日 光 之 下 ， 快 跑 的 未 必 能 赢 ； 力 战 的 未 必 得 胜 ； 智 慧 的 未 必 得 粮 食 ； 明 哲 的 未 必 得 资 财 ； 灵 巧 的 未 必 得 喜 悦 。 所 临 到 众 人 的 是 在 乎 当 时 的 机 会 。
cuv,5689,22-llamascope-res-32k,sentiment,emotional reactions and sentiments,5,PSA-069-032,Psalms 69:32,0.60923004,谦 卑 的 人 看 见 了 就 喜 乐 ； 寻 求 　 神 的 人 ， 愿 你 们 的 心 苏 醒 。
cuv,5779,21-llamascope-res-32k,feeling, expressions of excitement and confidence about experiences or opportunities,1,TIT-003-012,Titus 3:12,0.5380336,我 打 发 亚 提 马 或 是 推 基 古 到 你 那 里 去 的 时 候 ， 你 要 赶 紧 往 尼 哥 波 立 去 见 我 ， 因 为 我 已 经 定 意 在 那 里 过 冬 。
cuv,5779,21-llamascope-res-32k,feeling, expressions of excitement and confidence about experiences or opportunities,2,2PE-003-018,2 Peter 3:18,0.5205352,你 们 却 要 在 我 们 主 ─ 救 主 耶 稣 基 督 的 恩 典 和 知 识 上 有 长 进 。 愿 荣 耀 归 给 他 ， 从 今 直 到 永 远 。 阿 们 ！
cuv,5779,21-llamascope-res-32k,feeling, expressions of excitement and confidence about experiences or opportunities,3,EXO-005-003,Exodus 5:3,0.5189727,他 们 说 ： 希 伯 来 人 的 　 神 遇 见 了 我 们 。 求 你 容 我 们 往 旷 野 去 ， 走 三 天 的 路 程 ， 祭 祀 耶 和 华 ─ 我 们 的 　 神 ， 免 得 他 用 瘟 疫 、 刀 兵 攻 击 我 们 。
cuv,5779,21-llamascope-res-32k,feeling, expressions of excitement and confidence about experiences or opportunities,4,PHP-003-014,Philippians 3:14,0.51831234,向 着 标 竿 直 跑 ， 要 得 神 在 基 督 耶 稣 里 从 上 面 召 我 来 得 的 奖 赏 。
cuv,5779,21-llamascope-res-32k,feeling, expressions of excitement and confidence about experiences or opportunities,5,2PE-001-002,2 Peter 1:2,0.51408744,愿 恩 惠 、 平 安 ， 因 你 们 认 识 神 和 我 们 主 耶 稣 ， 多 多 的 加 给 你 们 。
cuv,5822,27-llamascope-res-32k,feeling, phrases related to subjective feelings and opinions,1,DEU-006-007,Deuteronomy 6:7,0.5972253,也 要 殷 勤 教 训 你 的 儿 女 。 无 论 你 坐 在 家 里 ， 行 在 路 上 ， 躺 下 ， 起 来 ， 都 要 谈 论 。
cuv,5822,27-llamascope-res-32k,feeling, phrases related to subjective feelings and opinions,2,GAL-005-023,Galatians 5:23,0.59698385,温 柔 、 节 制 。 这 样 的 事 没 有 律 法 禁 止 。
cuv,5822,27-llamascope-res-32k,feeling, phrases related to subjective feelings and opinions,3,2JN-001-012,2 John 1:12,0.5965853,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。
cuv,5822,27-llamascope-res-32k,feeling, phrases related to subjective feelings and opinions,4,ECC-012-012,Ecclesiastes 12:12,0.59494674,我 儿 ， 还 有 一 层 ， 你 当 受 劝 戒 ： 着 书 多 ， 没 有 穷 尽 ； 读 书 多 ， 身 体 疲 倦 。
cuv,5822,27-llamascope-res-32k,feeling, phrases related to subjective feelings and opinions,5,ACT-009-006,Acts 9:6,0.592157,起 来 ！ 进 城 去 ， 你 所 当 做 的 事 ， 必 有 人 告 诉 你 。
cuv,5970,24-llamascope-res-32k,sentiment,emotionally charged expressions or sentiments,1,2KI-019-029,2 Kings 19:29,0.5740744,以 色 列 人 哪 ， 我 赐 你 们 一 个 证 据 ： 你 们 今 年 要 吃 自 生 的 ， 明 年 也 要 吃 自 长 的 ； 至 於 後 年 ， 你 们 要 耕 种 收 割 ， 栽 植 葡 萄 园 ， 吃 其 中 的 果 子 。
cuv,5970,24-llamascope-res-32k,sentiment,emotionally charged expressions or sentiments,2,SNG-002-005,Song of Solomon 2:5,0.5662722,求 你 们 给 我 葡 萄 乾 增 补 我 力 ， 给 我 苹 果 畅 快 我 心 ， 因 我 思 爱 成 病 。
cuv,5970,24-llamascope-res-32k,sentiment,emotionally charged expressions or sentiments,3,2TI-001-004,2 Timothy 1:4,0.56553257,记 念 你 的 眼 泪 ， 昼 夜 切 切 的 想 要 见 你 ， 好 叫 我 满 心 快 乐 。
cuv,5970,24-llamascope-res-32k,sentiment,emotionally charged expressions or sentiments,4,ROM-001-029,Romans 1:29,0.5655225,装 满 了 各 样 不 义 、 邪 恶 、 贪 婪 、 恶 毒 （ 或 作 ： 阴 毒 ） ， 满 心 是 嫉 妒 、 凶 杀 、 争 竞 、 诡 诈 、 毒 恨 ；
cuv,5970,24-llamascope-res-32k,sentiment,emotionally charged expressions or sentiments,5,JHN-017-026,John 17:26,0.5580416,我 已 将 你 的 名 指 示 他 们 ， 还 要 指 示 他 们 ， 使 你 所 爱 我 的 爱 在 他 们 里 面 ， 我 也 在 他 们 里 面 。
cuv,6107,11-llamascope-res-32k,feeling, sentiments of uncertainty and the weighing of options,1,EZK-003-003,Ezekiel 3:3,0.57436335,又 对 我 说 ： 人 子 啊 ， 要 吃 我 所 赐 给 你 的 这 书 卷 ， 充 满 你 的 肚 腹 。 我 就 吃 了 ， 口 中 觉 得 其 甜 如 蜜 。
cuv,6107,11-llamascope-res-32k,feeling, sentiments of uncertainty and the weighing of options,2,GEN-035-017,Genesis 35:17,0.55562353,正 在 艰 难 的 时 候 ， 收 生 婆 对 他 说 ： 不 要 怕 ， 你 又 要 得 一 个 儿 子 了 。
cuv,6107,11-llamascope-res-32k,feeling, sentiments of uncertainty and the weighing of options,3,REV-001-003,Revelation 1:3,0.5471438,念 这 书 上 预 言 的 和 那 些 听 见 又 遵 守 其 中 所 记 载 的 ， 都 是 有 福 的 ， 因 为 日 期 近 了 。
cuv,6107,11-llamascope-res-32k,feeling, sentiments of uncertainty and the weighing of options,4,LUK-001-044,Luke 1:44,0.5418699,因 为 你 问 安 的 声 音 一 入 我 耳 ， 我 腹 里 的 胎 就 欢 喜 跳 动 。
cuv,6107,11-llamascope-res-32k,feeling, sentiments of uncertainty and the weighing of options,5,EXO-002-002,Exodus 2:2,0.5403283,那 女 人 怀 孕 ， 生 一 个 儿 子 ， 见 他 俊 美 ， 就 藏 了 他 三 个 月 ，
cuv,6538,4-llamascope-res-32k,feeling,words and phrases that convey a positive or agreeable experience,1,ROM-015-024,Romans 15:24,0.5931708,盼 望 从 你 们 那 里 经 过 ， 得 见 你 们 ， 先 与 你 们 彼 此 交 往 ， 心 里 稍 微 满 足 ， 然 後 蒙 你 们 送 行 。
cuv,6538,4-llamascope-res-32k,feeling,words and phrases that convey a positive or agreeable experience,2,GAL-005-023,Galatians 5:23,0.5848192,温 柔 、 节 制 。 这 样 的 事 没 有 律 法 禁 止 。
cuv,6538,4-llamascope-res-32k,feeling,words and phrases that convey a positive or agreeable experience,3,PRO-015-030,Proverbs 15:30,0.5824709,眼 有 光 ， 使 心 喜 乐 ； 好 信 息 ， 使 骨 滋 润 。
cuv,6538,4-llamascope-res-32k,feeling,words and phrases that convey a positive or agreeable experience,4,PSA-104-015,Psalms 104:15,0.5821137,又 得 酒 能 悦 人 心 ， 得 油 能 润 人 面 ， 得 粮 能 养 人 心 。
cuv,6538,4-llamascope-res-32k,feeling,words and phrases that convey a positive or agreeable experience,5,PRO-007-018,Proverbs 7:18,0.580546,你 来 ， 我 们 可 以 饱 享 爱 情 ， 直 到 早 晨 ； 我 们 可 以 彼 此 亲 爱 欢 乐 。
cuv,7433,17-llamascope-res-32k,feeling,emotion-related expressions,1,1SA-001-015,1 Samuel 1:15,0.6149217,哈 拿 回 答 说 ： 主 啊 ， 不 是 这 样 。 我 是 心 里 愁 苦 的 妇 人 ， 清 酒 浓 酒 都 没 有 喝 ， 但 在 耶 和 华 面 前 倾 心 吐 意 。
cuv,7433,17-llamascope-res-32k,feeling,emotion-related expressions,2,2KI-005-026,2 Kings 5:26,0.61490864,以 利 沙 对 他 说 ： 那 人 下 车 转 回 迎 你 的 时 候 ， 我 的 心 岂 没 有 去 呢 ？ 这 岂 是 受 银 子 、 衣 裳 、 买 橄 榄 园 、 葡 萄 园 、 牛 羊 、 仆 婢 的 时 候 呢 ？
cuv,7433,17-llamascope-res-32k,feeling,emotion-related expressions,3,JHN-005-030,John 5:30,0.6071131,我 凭 着 自 己 不 能 做 甚 麽 ， 我 怎 麽 听 见 就 怎 麽 审 判 。 我 的 审 判 也 是 公 平 的 ； 因 为 我 不 求 自 己 的 意 思 ， 只 求 那 差 我 来 者 的 意 思 。
cuv,7433,17-llamascope-res-32k,feeling,emotion-related expressions,4,2JN-001-005,2 John 1:5,0.6023609,太 太 阿 ， 我 现 在 劝 你 ， 我 们 大 家 要 彼 此 相 爱 。 这 并 不 是 我 写 一 条 新 命 令 给 你 ， 乃 是 我 们 从 起 初 所 受 的 命 令 。
cuv,7433,17-llamascope-res-32k,feeling,emotion-related expressions,5,2TI-003-003,2 Timothy 3:3,0.60115576,无 亲 情 、 不 解 怨 、 好 说 谗 言 、 不 能 自 约 、 性 情 凶 暴 、 不 爱 良 善 、
cuv,7638,2-llamascope-res-32k,sentiment,emotional or sentimental expressions in the text,1,ROM-015-024,Romans 15:24,0.5563238,盼 望 从 你 们 那 里 经 过 ， 得 见 你 们 ， 先 与 你 们 彼 此 交 往 ， 心 里 稍 微 满 足 ， 然 後 蒙 你 们 送 行 。
cuv,7638,2-llamascope-res-32k,sentiment,emotional or sentimental expressions in the text,2,1PE-005-013,1 Peter 5:13,0.55595505,在 巴 比 伦 与 你 们 同 蒙 拣 选 的 教 会 问 你 们 安 。 我 儿 子 马 可 也 问 你 们 安 。
cuv,7638,2-llamascope-res-32k,sentiment,emotional or sentimental expressions in the text,3,MRK-013-030,Mark 13:30,0.5548105,我 实 在 告 诉 你 们 ， 这 世 代 还 没 有 过 去 ， 这 些 事 都 要 成 就 。
cuv,7638,2-llamascope-res-32k,sentiment,emotional or sentimental expressions in the text,4,MRK-001-015,Mark 1:15,0.5517847,说 ： 日 期 满 了 ， 神 的 国 近 了 。 你 们 当 悔 改 ， 信 福 音 ！
cuv,7638,2-llamascope-res-32k,sentiment,emotional or sentimental expressions in the text,5,MAT-010-007,Matthew 10:7,0.5486655,随 走 随 传 ， 说 天 国 近 了 ！
cuv,8128,18-llamascope-res-32k,feeling,words related to feelings and emotions,1,JER-031-021,Jeremiah 31:21,0.59051347,以 色 列 民 （ 原 文 是 处 女 ） 哪 ， 你 当 为 自 己 设 立 指 路 碑 ， 竖 起 引 路 柱 。 你 要 留 心 向 大 路 ， 就 是 你 所 去 的 原 路 ； 你 当 回 转 ， 回 转 到 你 这 些 城 邑 。
cuv,8128,18-llamascope-res-32k,feeling,words related to feelings and emotions,2,JDG-021-019,Judges 21:19,0.58985704,他 们 又 说 ： 在 利 波 拿 以 南 ， 伯 特 利 以 北 ， 在 示 剑 大 路 以 东 的 示 罗 ， 年 年 有 耶 和 华 的 节 期 ；
cuv,8128,18-llamascope-res-32k,feeling,words related to feelings and emotions,3,2KI-018-032,2 Kings 18:32,0.5867427,等 我 来 领 你 们 到 一 个 地 方 与 你 们 本 地 一 样 ， 就 是 有 五 谷 和 新 酒 之 地 ， 有 粮 食 和 葡 萄 园 之 地 ， 有 橄 榄 树 和 蜂 蜜 之 地 ， 好 使 你 们 存 活 ， 不 至 於 死 。 希 西 家 劝 导 你 们 ， 说 耶 和 华 必 拯 救 我 们 ； 你 们 不 要 听 他 的 话 。
cuv,8128,18-llamascope-res-32k,feeling,words related to feelings and emotions,4,JER-006-001,Jeremiah 6:1,0.58030826,便 雅 悯 人 哪 ， 你 们 要 逃 出 耶 路 撒 冷 ， 在 提 哥 亚 吹 角 ， 在 伯 哈 基 琳 立 号 旗 ； 因 为 有 灾 祸 与 大 毁 灭 从 北 方 张 望 。
cuv,8128,18-llamascope-res-32k,feeling,words related to feelings and emotions,5,ECC-003-008,Ecclesiastes 3:8,0.57626724,喜 爱 有 时 ， 恨 恶 有 时 ； 争 战 有 时 ， 和 好 有 时 。
cuv,8733,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,1,1PE-004-008,1 Peter 4:8,0.65452486,最 要 紧 的 是 彼 此 切 实 相 爱 ， 因 为 爱 能 遮 掩 许 多 的 罪 。
cuv,8733,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,2,2CO-007-004,2 Corinthians 7:4,0.65284795,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。
cuv,8733,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,3,ROM-003-002,Romans 3:2,0.6526798,凡 事 大 有 好 处 ： 第 一 是 神 的 圣 言 交 托 他 们 。
cuv,8733,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,4,JAS-003-002,James 3:2,0.6435673,原 来 我 们 在 许 多 事 上 都 有 过 失 ； 若 有 人 在 话 语 上 没 有 过 失 ， 他 就 是 完 全 人 ， 也 能 勒 住 自 己 的 全 身 。
cuv,8733,11-llamascope-res-32k,sentiment,emotional expressions and sentiments,5,2CO-010-002,2 Corinthians 10:2,0.6434602,有 人 以 为 我 是 凭 着 血 气 行 事 ， 我 也 以 为 必 须 用 勇 敢 待 这 等 人 ； 求 你 们 不 要 叫 我 在 你 们 那 里 的 时 候 ， 有 这 样 的 勇 敢 。
cuv,8917,19-llamascope-res-32k,feeling, expressions of feeling or emotional states,1,2PE-003-009,2 Peter 3:9,0.64078563,主 所 应 许 的 尚 未 成 就 ， 有 人 以 为 他 是 耽 延 ， 其 实 不 是 耽 延 ， 乃 是 宽 容 你 们 ， 不 愿 有 一 人 沉 沦 ， 乃 愿 人 人 都 悔 改 。
